,url,address,neighborhood,rent,beds,baths,area,zip
412,https://www.renthop.com/listings/e-27th-street/4f/63997804,E 27th Street,"Kips Bay, Midtown Manhattan, Manhattan",8535,3,1.5,953_Sqft,
413,https://www.renthop.com/listings/160-front-st-303/303/64395489,"160 Front Street, Apt 303","DUMBO, Northwestern Brooklyn, Brooklyn",4799,1,1.0,,11201
414,https://www.renthop.com/listings/east-47th-street/6/64246370,East 47th Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4695,2,1.0,740_Sqft,
415,https://www.renthop.com/listings/502-east-79th-street/6f/64192699,"502 East 79th Street, Apt 6F","Upper East Side, Upper Manhattan, Manhattan",2895,1,1.0,,10075
416,https://www.renthop.com/listings/midtown-manhattan/30g/64378323,Midtown Manhattan,"Murray Hill, Midtown Manhattan, Manhattan",6300,1,1.0,,
417,https://www.renthop.com/listings/murray-hill/30g/64292002,Murray Hill,"Murray Hill, Midtown Manhattan, Manhattan",6283,1,1.0,,
418,https://www.renthop.com/listings/east-47th-street/6/64246370,East 47th Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4695,2,1.0,740_Sqft,
419,https://www.renthop.com/listings/502-east-79th-street/6f/64192699,"502 East 79th Street, Apt 6F","Upper East Side, Upper Manhattan, Manhattan",2895,1,1.0,,10075
420,https://www.renthop.com/listings/copy-of-2nd-ave-78/na/64483359,Copy of 2nd Ave/78,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4895,1,1.0,,
421,https://www.renthop.com/listings/120-east-27th-street/na/64445436,120 East 27th Street,"NoMad, Rose Hill, Midtown Manhattan, Manhattan",2995,0,1.0,,10016
422,https://www.renthop.com/listings/e-47th-st/17c/64030189,E 47th St,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",8000,3,2.0,,
423,https://www.renthop.com/listings/e-63rd-st-park-ave/1c/64458896,E 63rd St & Park Ave,"Lenox Hill, Upper East Side, Upper Manhattan, Manhattan",4795,2,2.0,,
424,https://www.renthop.com/listings/281-avenue-c/04-c/64285324,"281 Avenue C, Apt 04C","Stuyvesant Town - Peter Cooper Village, Midtown Manhattan, Manhattan",4754,1,1.0,,10009
425,https://www.renthop.com/listings/142-sullivan-street/10/64458488,"142 Sullivan Street, Apt 10","SoHo, Downtown Manhattan, Manhattan",3650,1,1.0,,10012
426,https://www.renthop.com/listings/w-42-st/na/13257141,W 42 St,"Hudson Yards, Midtown Manhattan, Manhattan",3390,0,1.0,,
427,https://www.renthop.com/listings/303-10th-avenue/na/64484222,303 10th Avenue,"West Chelsea, Chelsea, Midtown Manhattan, Manhattan",5890,1,1.0,,10001
428,https://www.renthop.com/listings/east-47th-street/9l/63721427,East 47th Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4600,2,1.0,700_Sqft,
429,https://www.renthop.com/listings/350-west-48th-street/5w/64432628,"350 West 48th Street, Apt 5W","Hell's Kitchen, Midtown Manhattan, Manhattan",3200,1,1.0,800_Sqft,10036
430,https://www.renthop.com/listings/142-sullivan-street/10/64144356,"142 Sullivan Street, Apt 10","SoHo, Downtown Manhattan, Manhattan",3650,1,1.0,,10012
431,https://www.renthop.com/listings/east-44th-street/2h/63875110,East 44th street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3100,1,1.0,480_Sqft,
432,https://www.renthop.com/listings/west-42nd-street/22/64122741,West 42nd Street,"Hudson Yards, Midtown Manhattan, Manhattan",6500,1,1.5,,
433,https://www.renthop.com/listings/414-w-51/2/64404136,"414 West 51st Street, Apt 2","Hell's Kitchen, Midtown Manhattan, Manhattan",12500,4,2.0,,10019
434,https://www.renthop.com/listings/120-west-71st-street/na/63274252,120 West 71st Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3600,1,1.0,115_Sqft,10023
435,https://www.renthop.com/listings/w-52-street/20-r/64483985,W 52 Street,"Theater District, Midtown, Midtown Manhattan, Manhattan",3295,0,1.0,,
436,https://www.renthop.com/listings/east-28th-street/na/63715281,East 28th Street,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",6950,2,2.0,,
437,https://www.renthop.com/listings/24th-and-park-ave-s/3f/64484018,24th and Park Ave S,"Rose Hill, Flatiron District, Midtown Manhattan, Manhattan",3700,0,1.0,628_Sqft,
438,https://www.renthop.com/listings/305-east-47-street/na/63903956,305 East 47 Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4700,2,1.0,,10017
439,https://www.renthop.com/listings/e-47th-st/na/64343614,301 East 47th Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4800,2,1.0,,10017
440,https://www.renthop.com/listings/riverside-boulevard/27d/64446663,Riverside Boulevard,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",9690,2,2.0,"1,364_Sqft",
441,https://www.renthop.com/listings/260-west-27th-street/2/64476274,"260 West 27th Street, Apt 2","Chelsea, Midtown Manhattan, Manhattan",2295,0,1.0,,10001
442,https://www.renthop.com/listings/222-east-85th-street/3r/64229309,"222 East 85th Street, Apt 3R","Yorkville, Upper East Side, Upper Manhattan, Manhattan",4200,3,1.0,,10028
443,https://www.renthop.com/listings/east-82nd-street/na/63416036,East 82nd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7150,2,2.0,,
444,https://www.renthop.com/listings/248-west-64th-street/4a/64427543,"248 West 64th Street, Apt 4A","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3650,3,1.0,,10023
445,https://www.renthop.com/listings/west-106th-street/11c/59024107,West 106th Street,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",7500,3,3.0,"1,800_Sqft",
446,https://www.renthop.com/listings/341-east-77-street/2rw/64334470,"341 East 77 Street, Apt 2RW","Upper East Side, Upper Manhattan, Manhattan",2350,0,1.0,,10075
447,https://www.renthop.com/listings/401-e-34th-st/s27c/64446155,"401 E 34th St, Apt S27C","Murray Hill, Midtown Manhattan, Manhattan",8994,3,2.0,"1,290_Sqft",10016
448,https://www.renthop.com/listings/e-95th-st/29a/63777165,E 95th St,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5600,2,2.0,,
449,https://www.renthop.com/listings/330-east-35th-street/65/64483898,"330 East 35th Street, Apt 65","Murray Hill, Midtown Manhattan, Manhattan",5495,2,1.0,,10016
450,https://www.renthop.com/listings/10-hanover-square/03p/63942061,"10 Hanover Square, Apt 03P","Financial District, Downtown Manhattan, Manhattan",3838,0,1.0,557_Sqft,10005
451,https://www.renthop.com/listings/401-e-34th-st/s12p/63817247,"401 E 34th St, Apt S12P","Murray Hill, Midtown Manhattan, Manhattan",4456,1,1.0,678_Sqft,10016
452,https://www.renthop.com/listings/2-gold-street/4001/64465362,"2 Gold Street, Apt #4001","Financial District, Downtown Manhattan, Manhattan",6750,2,2.0,,10038
453,https://www.renthop.com/listings/penthouse-studio-w-private-terrace/phf0/64361066,Penthouse Studio w/ Private Te...,"Murray Hill, Midtown Manhattan, Manhattan",3300,0,1.0,,
454,https://www.renthop.com/listings/10-hanover-square/17j/64124013,"10 Hanover Square, Apt 17J","Financial District, Downtown Manhattan, Manhattan",4263,0,1.0,600_Sqft,10005
455,https://www.renthop.com/listings/e-71st-st-1st-ave/17k/64436882,E 71st St & 1st Ave,"Upper East Side, Upper Manhattan, Manhattan",3900,1,1.0,,
456,https://www.renthop.com/listings/370-1st-ave/01-f/62934152,"370 1st Ave, Apt 01F","Stuyvesant Town - Peter Cooper Village, Midtown Manhattan, Manhattan",8097,2,2.0,,10010
457,https://www.renthop.com/listings/chambers-street/na/64326006,Chambers Street,"Battery Park City, Downtown Manhattan, Manhattan",9860,2,2.0,,
458,https://www.renthop.com/listings/808-columbus-ave/09f/64475609,"808 Columbus Ave, Apt 09F","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3013,0,1.0,437_Sqft,10025
459,https://www.renthop.com/listings/east-14th-street/15/64070845,East 14th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",8488,2,2.0,,
460,https://www.renthop.com/listings/west-59-street/1109/61017988,West 59 Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",10550,2,2.0,,
461,https://www.renthop.com/listings/400-w-61-st/na/15266665,400 West 61st Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",10550,2,2.0,,10069
462,https://www.renthop.com/listings/808-columbus-ave/09f/64475609,"808 Columbus Ave, Apt 09F","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3013,0,1.0,437_Sqft,10025
463,https://www.renthop.com/listings/east-14th-street/15/64070845,East 14th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",8488,2,2.0,,
464,https://www.renthop.com/listings/323-west-96th-street/407/64362860,"323 West 96th Street, Apt 407","Upper West Side, Upper Manhattan, Manhattan",3950,1,1.0,,10025
465,https://www.renthop.com/listings/east-32nd-st/a/64202066,East 32nd St,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3395,1,1.0,,
466,https://www.renthop.com/listings/e-29th-st/30d/64223009,E 29th St,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",4625,1,1.0,,
467,https://www.renthop.com/listings/401-e-34th-st/n16d/64446161,"401 E 34th St, Apt N16D","Murray Hill, Midtown Manhattan, Manhattan",6493,1,1.5,965_Sqft,10016
468,https://www.renthop.com/listings/west-67th-street/857/64388265,West 67th Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5490,1,1.0,,
469,https://www.renthop.com/listings/401-e-34th-st/s08m/63837731,"401 E 34th St, Apt S08M","Murray Hill, Midtown Manhattan, Manhattan",4556,1,1.0,567_Sqft,10016
470,https://www.renthop.com/listings/e-15-street/77/3361205,E 15 street,"Gramercy Park, Midtown Manhattan, Manhattan",6990,3,1.0,,
471,https://www.renthop.com/listings/430-e-20th-st/08-a/64475534,"430 E 20th St, Apt 08A","Stuyvesant Town - Peter Cooper Village, Midtown Manhattan, Manhattan",4654,1,1.0,,10009
472,https://www.renthop.com/listings/961-columbus-avenue/na/64478923,961 Columbus Avenue,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",1500,0,2.0,71_Sqft,10025
473,https://www.renthop.com/listings/orchard-street/16/57834069,Orchard Street,"Lower East Side, Downtown Manhattan, Manhattan",4995,2,1.0,,
474,https://www.renthop.com/listings/435-east-79th-street/4op/64446751,"435 East 79th Street, Apt 4OP","Yorkville, Upper East Side, Upper Manhattan, Manhattan",9450,4,2.0,"1,869_Sqft",10075
475,https://www.renthop.com/listings/e-31st-st/24b/63630947,E 31st St,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",4500,1,1.0,,
476,https://www.renthop.com/listings/775-columbus-ave/11e/63731735,"775 Columbus Avenue, Apt 11E","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3841,0,1.0,414_Sqft,10019
477,https://www.renthop.com/listings/95-wall-street/1805/64124005,"95 Wall Street, Apt 1805","Financial District, Downtown Manhattan, Manhattan",4114,0,1.0,780_Sqft,10005
478,https://www.renthop.com/listings/104-west-83-street/3a/64476291,"104 West 83 Street, Apt 3A","Upper West Side, Upper Manhattan, Manhattan",2595,1,1.0,,10024
479,https://www.renthop.com/listings/1297-lexington-avenue/8/64229313,"1297 Lexington Avenue, Apt 8","Upper East Side, Upper Manhattan, Manhattan",5200,3,1.0,,10128
480,https://www.renthop.com/listings/copy-of-west-26th-street/na/64458979,Copy of West 26th Street,"Chelsea, Midtown Manhattan, Manhattan",5450,1,1.0,,
481,https://www.renthop.com/listings/609-west-151th-street/na/63273640,609 West 151th Street,"Hamilton Heights, West Harlem, Harlem, Upper Manhattan, Manhattan",2775,1,1.0,213_Sqft,10031
482,https://www.renthop.com/listings/west-97th-street/8b/62871069,West 97th Street,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2725,0,1.0,,
483,https://www.renthop.com/listings/west-97th-street/9l/62003095,West 97th Street,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3295,0,1.0,,
484,https://www.renthop.com/listings/copy-of-west-26th-street/na/64458979,Copy of West 26th Street,"Chelsea, Midtown Manhattan, Manhattan",5450,1,1.0,,
485,https://www.renthop.com/listings/609-west-151th-street/na/63273640,609 West 151th Street,"Hamilton Heights, West Harlem, Harlem, Upper Manhattan, Manhattan",2775,1,1.0,213_Sqft,10031
486,https://www.renthop.com/listings/west-67th-street/47/63694421,West 67th Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5490,1,1.0,,
487,https://www.renthop.com/listings/47-1-2-east-1st-street/4r/62824783,47 1/2 East 1st Street,"Bowery, Downtown Manhattan, Manhattan",5595,2,2.0,,10003
488,https://www.renthop.com/listings/78-east-3rd-street/4r/64415402,"78 East 3rd Street, Apt 4R","Bowery, Downtown Manhattan, Manhattan",3200,1,1.0,,10003
489,https://www.renthop.com/listings/e-17st/5r/64464755,E 17st,"Gramercy Park, Midtown Manhattan, Manhattan",5000,2,1.0,800_Sqft,
490,https://www.renthop.com/listings/120-w-21st/208/64273448,"120 West 21st Street, Apt 208","Chelsea, Midtown Manhattan, Manhattan",5796,1,1.0,605_Sqft,10011
491,https://www.renthop.com/listings/808-columbus-ave/06k/64387915,"808 Columbus Avenue, Apt 06K","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",4547,0,1.0,412_Sqft,10025
492,https://www.renthop.com/listings/battery-place/na/64473503,Battery place,"Battery Park City, Downtown Manhattan, Manhattan",7999,2,2.0,"1,150_Sqft",
493,https://www.renthop.com/listings/front-street/243/64029561,Front Street,"DUMBO, Northwestern Brooklyn, Brooklyn",6825,2,2.0,,
494,https://www.renthop.com/listings/448-e-20th-st/07-b/64475533,"448 E 20th St, Apt 07B","Stuyvesant Town - Peter Cooper Village, Midtown Manhattan, Manhattan",5532,1,1.0,,10009
495,https://www.renthop.com/listings/1180-halsey-street/2/64402809,"1180 Halsey Street, Apt 2","Bushwick, Northern Brooklyn, Brooklyn",4000,4,2.0,,11207
496,https://www.renthop.com/listings/3-west-36th-street/ph2/64053637,"3 West 36th Street, Apt PH2","Midtown South, Midtown Manhattan, Manhattan",12995,2,2.5,"1,950_Sqft",10018
497,https://www.renthop.com/listings/101-west-15th-street/222/64465866,"101 West 15th Street, Apt 222","Chelsea, Midtown Manhattan, Manhattan",4400,0,1.0,,10011
498,https://www.renthop.com/listings/west-67th-street/12/64388266,West 67th Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",12394,3,3.5,,
499,https://www.renthop.com/listings/100-norfolk-street/7b/64427707,"100 Norfolk Street, Apt 7B","Lower East Side, Downtown Manhattan, Manhattan",7895,2,2.0,,10002
500,https://www.renthop.com/listings/1147-vyse-avenue/na/64054217,1147 Vyse Avenue,"Crotona Park East, West Bronx, Bronx",2070,0,1.0,,10459
501,https://www.renthop.com/listings/531-e-20th-st/0m-a/64231367,"531 E 20th St, Apt 0MA","Stuyvesant Town - Peter Cooper Village, Midtown Manhattan, Manhattan",5994,1,1.0,,10010
502,https://www.renthop.com/listings/411-w-48th-street/4re/64459497,"411 W 48th Street, Apt 4RE","Hell's Kitchen, Midtown Manhattan, Manhattan",2800,1,1.0,,10036
503,https://www.renthop.com/listings/315-east-56-street/5b/64467925,"315 East 56 Street, Apt 5B","Sutton Place, Midtown East, Midtown Manhattan, Manhattan",5500,3,1.0,,10022
504,https://www.renthop.com/listings/west-28th-st/8f/64272275,West 28th St,"Chelsea, Midtown Manhattan, Manhattan",6099,1,1.0,,
505,https://www.renthop.com/listings/sixth-avenue/24e/64294522,Sixth Avenue,"Chelsea, Midtown Manhattan, Manhattan",5296,1,1.0,620_Sqft,
506,https://www.renthop.com/listings/518-east-83rd-street/na/63487988,518 East 83rd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3150,0,1.0,160_Sqft,10028
507,https://www.renthop.com/listings/160-clarkson-avenue/2s/63939005,"160 Clarkson Avenue, Apt 2S","Flatbush, Central Brooklyn, Brooklyn",2570,1,1.0,,11226
508,https://www.renthop.com/listings/415-east-81st-street/4a/64483414,"415 East 81st Street, Apt 4A","Yorkville, Upper East Side, Upper Manhattan, Manhattan",2950,1,1.0,,10028
509,https://www.renthop.com/listings/401-e-34th-st/s33x/64187267,"401 E 34th St, Apt S33X","Murray Hill, Midtown Manhattan, Manhattan",3912,0,1.0,432_Sqft,10016
510,https://www.renthop.com/listings/east-63rd-street/1c/64484567,East 63rd Street,"Lenox Hill, Upper East Side, Upper Manhattan, Manhattan",4795,2,2.0,,
511,https://www.renthop.com/listings/1470-first-avenue/4a/64334481,"1470 First Avenue, Apt 4A","Upper East Side, Upper Manhattan, Manhattan",3100,1,1.0,,10075
512,https://www.renthop.com/listings/1465-bushwick-avenue/1f/64460144,"1465 Bushwick Avenue, Apt 1F","Bushwick, Northern Brooklyn, Brooklyn",2699,1,1.5,"1,000_Sqft",11207
513,https://www.renthop.com/listings/gold-street/3706/64429624,Gold Street,"Financial District, Downtown Manhattan, Manhattan",4730,1,1.0,,
514,https://www.renthop.com/listings/116-john-street/1713/64228344,"116 John Street, Apt 1713","Financial District, Downtown Manhattan, Manhattan",5656,2,2.0,943_Sqft,10038
515,https://www.renthop.com/listings/400-east-57th-street/3a/64473428,"400 East 57th Street, Apt 3A","Sutton Place, Midtown East, Midtown Manhattan, Manhattan",4495,1,1.0,,10022
516,https://www.renthop.com/listings/1520-york-avenue/na/64004557,1520 York Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4146,1,1.0,,10028
517,https://www.renthop.com/listings/w-52-street/3-s/64473061,W 52 Street,"Theater District, Midtown, Midtown Manhattan, Manhattan",2895,0,1.0,,
518,https://www.renthop.com/listings/e-34th-st/17a/63700991,E 34th St,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",6350,2,2.0,,
519,https://www.renthop.com/listings/east-26th-street/2b/64266544,East 26th Street,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3695,1,1.0,,
520,https://www.renthop.com/listings/3rd-ave-and-88th-st/4b/64415492,3rd ave and 88th St,"Upper East Side, Upper Manhattan, Manhattan",3455,1,1.0,,
521,https://www.renthop.com/listings/4623-avenue-l/1/63936311,"4623 Avenue L, Apt 1","Flatlands, Southeastern Brooklyn, Brooklyn",2950,3,1.5,,11234
522,https://www.renthop.com/listings/401-e-34th-st/s24a/64246799,"401 E 34th St, Apt S24A","Murray Hill, Midtown Manhattan, Manhattan",8164,2,2.0,"1,343_Sqft",10016
523,https://www.renthop.com/listings/101-west-15th-street/219/64465857,"101 West 15th Street, Apt 219","Chelsea, Midtown Manhattan, Manhattan",6195,1,1.0,,10011
524,https://www.renthop.com/listings/35th-st-and-3rd-ave/7c/64472782,35th st and 3rd Ave,"Murray Hill, Midtown Manhattan, Manhattan",3300,0,1.0,,
525,https://www.renthop.com/listings/190-east-3-street/5d/64117986,"190 East 3 Street, Apt 5D","Alphabet City, East Village, Downtown Manhattan, Manhattan",2795,1,1.0,,10009
526,https://www.renthop.com/listings/copy-of-copy-of-3rd-ave-85/na/64413804,Copy of Copy of 3rd Ave/85,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3500,0,1.0,,
527,https://www.renthop.com/listings/e-83rd-st-and-3rd-ave/1rw/64349087,E 83rd St and 3rd Ave,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2795,0,1.0,,
528,https://www.renthop.com/listings/308-evergreen-ave/1f/64364185,"308 Evergreen Ave, Apt 1F","Bushwick, Northern Brooklyn, Brooklyn",3795,2,2.0,,11221
529,https://www.renthop.com/listings/336-east-83rd-street/b/64352425,"336 East 83rd Street, Apt B","Yorkville, Upper East Side, Upper Manhattan, Manhattan",4500,2,2.0,900_Sqft,10028
530,https://www.renthop.com/listings/410-east-13th-street/4e/64340823,"410 East 13th Street, Apt 4E","East Village, Downtown Manhattan, Manhattan",4595,2,1.0,,10009
531,https://www.renthop.com/listings/166-second-avenue/12b/64404689,"166 2nd Avenue, Apt 12B","East Village, Downtown Manhattan, Manhattan",3450,0,1.0,,10003
532,https://www.renthop.com/listings/314-east-91st-street/1w/64133213,"314 East 91st Street, Apt 1W","Yorkville, Upper East Side, Upper Manhattan, Manhattan",3200,2,1.0,,10128
533,https://www.renthop.com/listings/71-pineapple-street/na/64472349,71 Pineapple Street,"Brooklyn Heights, Northwestern Brooklyn, Brooklyn",3400,1,1.0,,11201
534,https://www.renthop.com/listings/west-63rd-street-lincoln-square/9c/64349263,West 63rd Street/ Lincoln Squa...,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",6750,2,2.0,,
535,https://www.renthop.com/listings/452-west-50th-street/4/64464270,"452 West 50th Street, Apt 4","Hell's Kitchen, Midtown Manhattan, Manhattan",7995,4,2.0,,10019
536,https://www.renthop.com/listings/29-07-31st-ave/5a/64459356,"29-07 31st Ave., Apt 5A","Astoria, Northwestern Queens, Queens",2725,1,1.0,,
537,https://www.renthop.com/listings/510-west-38th-street/na/64012940,515 West 38th Street,"Hudson Yards, Midtown Manhattan, Manhattan",5133,1,1.0,,10018
538,https://www.renthop.com/listings/225-west-23-street/6m/64427340,"225 West 23 Street, Apt 6M","Chelsea, Midtown Manhattan, Manhattan",3500,0,1.0,,10011
539,https://www.renthop.com/listings/114-8th-ave/4r/64195399,"114 8th Ave, Apt 4R","Chelsea, Midtown Manhattan, Manhattan",6750,3,1.0,,10011
540,https://www.renthop.com/listings/719-east-6th-street/g/64360183,"615 East 6th Street, Apt G","Alphabet City, East Village, Downtown Manhattan, Manhattan",8000,3,2.0,,10009
541,https://www.renthop.com/listings/east-34th-street/n21f/63235944,East 34th Street,"Murray Hill, Midtown Manhattan, Manhattan",4450,1,1.0,,
542,https://www.renthop.com/listings/43-west-127th-street/garden/64341343,"43 West 127th Street, Apt #GAR...","Central Harlem, Harlem, Upper Manhattan, Manhattan",5500,3,2.0,,10027
543,https://www.renthop.com/listings/145-east-16th-street/10f/64473799,"145 East 16th Street, Apt 10F","Gramercy Park, Midtown Manhattan, Manhattan",3850,0,1.0,,10003
544,https://www.renthop.com/listings/121-madison-avenue/na/64265233,121 Madison Avenue,"NoMad, Midtown Manhattan, Manhattan",7085,2,1.0,,10016
545,https://www.renthop.com/listings/401-e-34th-st/s16d/63896488,"401 E 34th St, Apt S16D","Murray Hill, Midtown Manhattan, Manhattan",4189,1,1.0,521_Sqft,10016
546,https://www.renthop.com/listings/401-e-34th-st/n23h/64038674,"401 E 34th St, Apt N23H","Murray Hill, Midtown Manhattan, Manhattan",6152,1,1.0,587_Sqft,10016
547,https://www.renthop.com/listings/795-columbus-ave/04j/63770239,"795 Columbus Avenue, Apt 04J","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",5136,1,1.0,634_Sqft,10019
548,https://www.renthop.com/listings/copy-of-123-melrose-st/460/64443780,"123 Melrose Street, Apt 460","Bushwick, Northern Brooklyn, Brooklyn",4032,2,1.0,,11206
549,https://www.renthop.com/listings/67-stanhope-street/1a/64341274,"67 Stanhope Street, Apt 1A","Bushwick, Northern Brooklyn, Brooklyn",3500,2,1.5,,11221
550,https://www.renthop.com/listings/401-e-34th-st/s16d/63896488,"401 E 34th St, Apt S16D","Murray Hill, Midtown Manhattan, Manhattan",4189,1,1.0,521_Sqft,10016
551,https://www.renthop.com/listings/401-e-34th-st/n23h/64038674,"401 E 34th St, Apt N23H","Murray Hill, Midtown Manhattan, Manhattan",6152,1,1.0,587_Sqft,10016
552,https://www.renthop.com/listings/795-columbus-ave/04j/63770239,"795 Columbus Avenue, Apt 04J","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",5136,1,1.0,634_Sqft,10019
553,https://www.renthop.com/listings/487-west-end-avenue/2b/64483398,"487 West End Avenue, Apt 2B","Upper West Side, Upper Manhattan, Manhattan",3200,1,1.0,,10024
554,https://www.renthop.com/listings/10-hanover-square/16j/64342722,"10 Hanover Square, Apt 16J","Financial District, Downtown Manhattan, Manhattan",4268,0,1.0,600_Sqft,10005
555,https://www.renthop.com/listings/2748-east-11-street/2/64465456,"2748 East 11 Street, Apt 2","Brighton Beach, Southern Brooklyn, Brooklyn",2800,3,1.0,,11235
556,https://www.renthop.com/listings/21-india-street/n304/63888841,"21 India Street, Apt N304","Greenpoint, Northern Brooklyn, Brooklyn",5590,2,1.0,,11222
557,https://www.renthop.com/listings/405-east-56th-street/2k/64202156,"405 East 56th Street, Apt 2K","Sutton Place, Midtown East, Midtown Manhattan, Manhattan",6600,2,2.0,,10022
558,https://www.renthop.com/listings/181-7-avenue/4/64350715,"181 7 Avenue, Apt 4","Central Slope, Park Slope, South Brooklyn, Brooklyn",3400,2,1.0,,11215
559,https://www.renthop.com/listings/445-east-85-street/4c/63777714,"445 East 85 Street, Apt 4C","Yorkville, Upper East Side, Upper Manhattan, Manhattan",3000,1,1.0,,10028
560,https://www.renthop.com/listings/41-park-avenue/5f/64473453,"41 Park Avenue, Apt 5F","Murray Hill, Midtown Manhattan, Manhattan",4195,1,1.0,,10016
561,https://www.renthop.com/listings/57-east-77th-street/5/64427703,"57 East 77th Street, Apt 5","Upper East Side, Upper Manhattan, Manhattan",3950,1,1.0,,10075
562,https://www.renthop.com/listings/e-15-street/na/3361212,E 15 street,"Gramercy Park, Midtown Manhattan, Manhattan",4990,2,1.0,,
563,https://www.renthop.com/listings/park-ave/7/64465950,park ave,"Murray Hill, Midtown Manhattan, Manhattan",5200,2,1.0,,
564,https://www.renthop.com/listings/columbus-avenue/7op/64343443,Columbus Avenue,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",13150,3,3.0,,
565,https://www.renthop.com/listings/na/29is/64454532,"375 South End Avenue, Apt 29IS...","Battery Park City, Downtown Manhattan, Manhattan",4100,1,1.0,,10280
566,https://www.renthop.com/listings/haven-avenue/14/64427873,Haven Avenue,"Washington Heights, Upper Manhattan, Manhattan",2250,1,1.0,,
567,https://www.renthop.com/listings/e-34th-st/17c/15470355,E 34th St.,"Murray Hill, Midtown Manhattan, Manhattan",7919,2,2.0,,
568,https://www.renthop.com/listings/2-avenue/12/64223850,"493 2 Avenue, Apt 12","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3595,1,1.0,,10016
569,https://www.renthop.com/listings/east-5th-street/2-4/64110642,East 5th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4100,2,1.0,,
570,https://www.renthop.com/listings/5f-park-avenue/5f/64464817,5F Park Avenue,"Murray Hill, Midtown Manhattan, Manhattan",4195,1,1.0,,
571,https://www.renthop.com/listings/east-40th-street/11c/64326306,East 40th Street,"Murray Hill, Midtown Manhattan, Manhattan",4400,1,1.0,,
572,https://www.renthop.com/listings/e-34th-st/17c/15470355,E 34th St.,"Murray Hill, Midtown Manhattan, Manhattan",7919,2,2.0,,
573,https://www.renthop.com/listings/401-e-34th-st/n21k/63535037,"401 E 34th St, Apt N21K","Murray Hill, Midtown Manhattan, Manhattan",4964,1,1.0,567_Sqft,10016
574,https://www.renthop.com/listings/2-avenue/12/64223850,"493 2 Avenue, Apt 12","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3595,1,1.0,,10016
575,https://www.renthop.com/listings/east-5th-street/2-4/64110642,East 5th Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4100,2,1.0,,
576,https://www.renthop.com/listings/6th-avenue/3d/64475852,6th Avenue,"Midtown South, Midtown Manhattan, Manhattan",3650,0,1.0,,
577,https://www.renthop.com/listings/beaver-street/na/63928307,Beaver Street,"Financial District, Downtown Manhattan, Manhattan",4800,3,1.0,,
578,https://www.renthop.com/listings/222-east-85th-street/ll/64368708,"222 East 85th Street, Apt LL","Yorkville, Upper East Side, Upper Manhattan, Manhattan",4500,3,2.0,,10028
